Question number;Category;Subcategory;Number;Question;Option A;Option B;Option C;Correct answer;poznámky
270;Def;vec;10060019;Připojovací pruh:;je přídatný jízdní pruh určený pro zařazování vozidel do jízdního proudu průběžného pruhu.;je jízdní pruh, připojený pro zastavení nebo nouzové zastavení.;je přídatný jízdní pruh určený pro bezpečné otáčení vozidel.;a;
271;Def;vec;10060020;Připojovací pruh:;je jízdní pruh, připojený mezi pravý a levý jízdní pruh, určený pro předjíždění vozidel na přehledných místech pozemní komunikace.;je přídatný jízdní pruh určený pro zařazování vozidel do jízdního proudu průběžného pruhu.;je jízdní pruh, připojený pro bezpečné couvání a otáčení nebo zastavení a stání.;b;
272;Def;vec;10060021;Křižovatka:;"je místo, v němž se protínají nebo spojují pozemní komunikace; za křižovatku se považuje i vyústění polní nebo lesní cesty.";"je místo, v němž se pozemní komunikace protínají nebo spojují; za křižovatku se nepovažuje vyústění polní nebo lesní cesty nebo jiné účelové komunikace na jinou pozemní komunikaci.";"je místo, v němž se protínají nebo spojují dvě pozemní komunikace; za křižovatku se nepovažuje místo, které není označeno dopravní značkou ""Křižovatka"".";b;
273;Def;vec;10060022;Křižovatka:;"je místo, v němž se pozemní komunikace protínají nebo spojují; za křižovatku se nepovažuje vyústění polní nebo lesní cesty nebo jiné účelové komunikace na jinou pozemní komunikaci.";"je místo, v němž se protínají nebo spojují nejvýše tři pozemní komunikace; za křižovatku se považuje i vyústění polní nebo lesní cesty.";"je místo, v němž se protínají pozemní komunikace; za křižovatku se nepovažuje místo, kde se pozemní komunikace spojují.";a;
274;Def;vec;10060023;Křižovatka:;"je místo, v němž se pozemní komunikace protínají nebo spojují; za křižovatku se nepovažuje kruhový objezd.";"je místo, v němž se pozemní komunikace protínají nebo spojují; za křižovatku se nepovažuje vyústění polní nebo lesní cesty nebo jiné účelové komunikace na jinou pozemní komunikaci.";"je místo, v němž se spojují nejvýše dvě pozemní komunikace; za křižovatku se nepovažuje místo, kde se pozemní komunikace protínají.";b;
275;Def;vec;10060024;Tramvajový pás:;není součástí pozemní komunikace.;je část pozemní komunikace určená především pro provoz tramvají.;je část pozemní komunikace vždy zvýšená nad úroveň vozovky.;b;
276;Def;vec;10060025;Tramvajový pás:;je část pozemní komunikace určená především pro provoz tramvají.;"je část pozemní komunikace určená pro provoz tramvají; za tramvajový pás se nepovažuje pouze jedna kolej pro oba směry jízdy.";je součástí pozemní komunikace, která je vždy označena jako hlavní pozemní komunikace.;a;
277;Def;vec;10060026;Obec:;"je území od první stavby do ukončení obce označené dopravní značkou ""Konec nejvyšší dovolené rychlosti"".";"je zastavěné území, jehož začátek a konec je na pozemní komunikaci označen příslušnými dopravními značkami; na účelových komunikacích se značky neosazují.";"je zastavěné území, označené dopravní značkou ""Zóna s dopravním omezením"" a dopravní značkou ""Konec zóny s dopravním omezením"".";b;
231;Def;poj;10060027;Doklad totožnosti:;je každý doklad, na kterém je uvedeno jméno, příjmení a trvalý pobyt.;je doklad, kterým občan České republiky nebo cizinec prokazuje svoji totožnost podle zvláštního právního předpisu.;je pouze občanský průkaz.;b;
232;Def;poj;10060028;Doklad totožnosti:;je každý doklad, na kterém je fotografie držitele tohoto dokladu.;je pouze občanský průkaz, kterým občan České republiky nebo cizinec prokazuje svoji totožnost.;je doklad, kterým občan České republiky nebo cizinec prokazuje svoji totožnost podle zvláštního právního předpisu.;c;
190;Def;aut;10060029;Nemotorové vozidlo je:;Pouze přípojné a potahové vozidlo.;Pouze ruční vozík nebo jízdní kolo.;Přípojné vozidlo a vozidlo pohybující se pomocí lidské nebo zvířecí síly, například jízdní kolo, ruční vozík nebo potahové vozidlo.;c;
278;Def;vec;10060030;Přejezd pro cyklisty:;je místo na pozemní komunikaci určené pro přejíždění cyklistů přes pozemní komunikaci vyznačené příslušnou dopravní značkou.;je místo na pozemní komunikaci určené pro přejíždění cyklistů přes silnici pro motorová vozidla.;je vždy mimo úroveň vozovky.;a;
246;Def;uca;10060031;Řidič je:;ten, kdo řídí motorové nebo nemotorové vozidlo anebo tramvaj.;ten, kdo řídí pouze motorové vozidlo a trolejbus.;ten, kdo řídí motorové nebo nemotorové vozidlo, ne však tramvaj nebo trolejbus.;a;
247;Def;uca;10060032;Řidič je:;ten, kdo řídí pouze motorové vozidlo a tramvaj.;"pouze ten, kdo řídí motorové vozidlo; za řidiče se nepovažuje ten, kdo řídí nemotorové vozidlo nebo tramvaj.";ten, kdo řídí motorové nebo nemotorové vozidlo anebo tramvaj.;c;
191;Def;aut;10060033;Vozidlo:;je pouze motorové vozidlo, poháněné vlastní pohonnou jednotkou.;je motorové vozidlo, nemotorové vozidlo nebo tramvaj.;je každé vozidlo s výjimkou tramvaje.;b;
192;Def;aut;10060034;Nemotorové vozidlo:;Je pouze jízdní kolo nebo ruční vozík.;Je přípojné vozidlo a vozidlo pohybující se pomocí lidské nebo zvířecí síly, například jízdní kolo, ruční vozík nebo potahové vozidlo;"Je vozidlo pohybující se pomocí lidské nebo zvířecí síly, například jízdní kolo nebo ruční vozík; s výjimkou potahového a přípojného vozidla.";b;
248;Def;uca;10060035;Chodec:;Je i osoba, která vede psa.;Není osoba, která se pohybuje pomocí ručního nebo motorového vozíku pro invalidy.;Není osoba, která se pohybuje na kolečkových bruslích nebo obdobném sportovním vybavení.;a;
249;Def;uca;10060036;Účastník provozu na pozemních komunikacích:;je pouze řidič motorových vozidel a chodec.;je každý, kdo se přímým způsobem účastní provozu na pozemních komunikacích.;je každý, kdo se účastní provozu na pozemních komunikacích s výjimkou dětí.;b;
250;Def;uca;10060037;Vozka:;je řidič, který řídí potahové vozidlo.;se nepovažuje za řidiče.;řídí zvláštní vozidlo a nemusí dodržovat některá ustanovení zákona.;a;
193;Def;aut;10060038;Motorové vozidlo:;je pouze vozidlo poháněné vlastním motorem.;je vozidlo poháněné vlastní pohonnou jednotkou, tramvaj a trolejbus.;je nekolejové vozidlo poháněné vlastní pohonnou jednotkou a trolejbus.;c;
194;Def;aut;10060039;Motorové vozidlo:;je nekolejové vozidlo poháněné vlastní pohonnou jednotkou a trolejbus.;je vozidlo poháněné vlastní pohonnou jednotkou, ne však trolejbus.;je vozidlo poháněné vlastní pohonnou jednotkou a tramvaj.;a;
195;Def;aut;10060040;Jízdní souprava:;je souprava složená z jednoho nebo více motorových vozidel a jednoho nebo více přípojných vozidel.;je složená z jednoho motorového vozidla s tažným zařízením.;je souprava více přípojných vozidel.;a;
196;Def;aut;10060041;Jízdní souprava:;musí být složena vždy jen z jednoho motorového vozidla a jednoho přípojného vozidla.;nemůže být složena z více než jednoho motorového a dvou přípojných vozidel.;je souprava složená z jednoho nebo více motorových vozidel a jednoho nebo více přípojných vozidel.;c;
207;Def;cho;10060043;Stát znamená:;uvést vozidlo do klidu na dobu více než 30 minut.;uvést vozidlo do klidu na dobu neurčitou.;uvést vozidlo do klidu nad dobu povolenou pro zastavení.;c;
208;Def;cho;10060044;Stát znamená:;zastavit na dobu přesahující 10 minut.;zastavit vozidlo na vyhrazeném parkovišti.;uvést vozidlo do klidu nad dobu povolenou pro zastavení.;c;
209;Def;cho;10060045;Stát znamená:;uvést vozidlo do klidu nad dobu povolenou pro zastavení.;zastavit vozidlo u pravého okraje vozovky.;zastavit před světelným signálem nebo železničním přejezdem.;a;
210;Def;cho;10060046;Zastavit vozidlo znamená:;přerušit jízdu z důvodů vyvolaných provozem na pozemních komunikacích, maximálně však na dobu 3 minut.;přerušit jízdu z důvodu nezávislého na vůli řidiče.;uvést vozidlo do klidu nad dobu povolenou pro stání.;b;
279;Def;vec;10060047;Dálnice:;je každá pozemní komunikace o třech nebo více jízdních pruzích vyznačených na vozovce v jednom směru jízdy.;"je pozemní komunikace označená dopravní značkou ""Dálnice"".";"je pozemní komunikace označená dopravní značkou ""Dálnice"" nebo dopravní značkou ""Silnice pro motorová vozidla"".";b;
280;Def;vec;10060048;Dálnice:;"je pozemní komunikace označená dopravní značkou ""Dálnice"".";"je pozemní komunikace o více než dvou jízdních pruzích vyznačených na vozovce v jednom směru jízdy; je označena dopravní značkou ""Nejvyšší dovolená rychlost"".";"je pozemní komunikace označená dopravní značkou ""Silnice I. třídy"".";a;
281;Def;vec;10060049;Jízdní pruh je část vozovky:;vždy vyznačená vodorovnou dopravní značkou.;široká nejméně 3,5 m.;dovolující jízdu vozidel v jednom jízdním proudu za sebou.;c;
282;Def;vec;10060050;Krajnice:;je část vozovky, na kterou je ve všech případech zakázáno vjíždět.;je část povrchu pozemní komunikace ležící mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace, skládá se zpravidla ze zpevněné a nezpevněné části.;"je část povrchu pozemní komunikace, která je vždy označena dopravní značkou ""Nebezpečná krajnice"".";b;
283;Def;vec;10060051;Krajnice:;je část povrchu pozemní komunikace ležící mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace, skládá se zpravidla ze zpevněné a nezpevněné části.;je část povrchu pozemní komunikace, která je určena pro povolené předjíždění vpravo.;je vždy nezpevněná část vozovky, na kterou je zakázáno vjíždět.;a;
284;Def;vec;10060052;Krajnice:;je část povrchu pozemní komunikace určená výhradně pro jízdu nemotorových vozidel.;je část povrchu pozemní komunikace ležící mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace, skládá se zpravidla ze zpevněné a nezpevněné části.;je vždy zpevněná část vozovky mezi okrajem přilehlého jízdního pruhu a hranou koruny vozovky, určená pro zastavení, otáčení a předjíždění vpravo.;b;
285;Def;vec;10060053;Krajnice:;je část povrchu pozemní komunikace při pravém nebo levém okraji jízdního pruhu.;je část povrchu pozemní komunikace ležící mezi okrajem přilehlého jízdního pruhu a hranou koruny pozemní komunikace, skládá se zpravidla ze zpevněné a nezpevněné části.;je vždy zpevněná část vozovky při pravém okraji pozemní komunikace, na které je zakázána jízda nemotorových vozidel.;b;
286;Def;vec;10060054;Průběžný pruh:;je jízdní pruh probíhající v původním směru (bez odbočení) křižovatkou nebo v místě, kde se mění počet jízdních pruhů.;je střední jízdní pruh tam, kde jsou na vozovce vyznačeny alespoň tři jízdní pruhy v jednom směru jízdy.;je jízdní pruh, který je po ukončení znovu obnoven a vyznačen na vozovce.;a;
287;Def;vec;10060055;Průběžný pruh:;"je jízdní pruh označený svislou dopravní značkou ""Okruh"" nebo ""Změna směru okruhu"".";"je jízdní pruh probíhající obcí od jejího začátku až do ukončení dopravní značkou ""Konec obce"".";je jízdní pruh probíhající v původním směru (bez odbočení) křižovatkou nebo v místě, kde se mění počet jízdních pruhů.;c;
288;Def;vec;10060056;Železniční přejezd:;je místo, kde se úrovňově kříží pozemní komunikace se železnicí, popřípadě s jinou dráhou ležící na samostatném tělese, a označené příslušnou dopravní značkou.;je místo, kde se úrovňově kříží pozemní komunikace se železnicí a příslušnou dopravní značkou se neoznačuje.;"je místo, kde se úrovňově kříží pozemní komunikace se železnicí a je vždy označeno dopravní značkou ""Stůj, dej přednost v jízdě"".";a;
289;Def;vec;10060057;Železniční přejezd:;"je místo, kde se mimoúrovňově kříží pozemní komunikace se železnicí, popřípadě s železniční vlečkou, označené dopravní značkou ""Dej přednost v jízdě"".";je místo, kde se při křížení s železnicí vždy užívá závor a zabezpečovacího zařízení.;je místo, kde se úrovňově kříží pozemní komunikace se železnicí, popřípadě s jinou dráhou ležící na samostatném tělese, a označené příslušnou dopravní značkou.;c;
290;Def;vec;10060058;Přechod pro chodce:;je místo na vozovce, určené pro přecházení chodců, které může být označeno dopravní značkou.;je místo na pozemní komunikaci určené pro přecházení chodců, vyznačené příslušnou dopravní značkou.;je místo vyznačené dopravními knoflíky, které může být doplněno symbolem kráčejícího chodce.;b;
291;Def;vec;10060059;Přechod pro chodce:;je místo na vozovce určené pro přecházení chodců, které však nesmějí k přecházení vozovky užívat osoby hluchoslepé.;je místo na pozemní komunikaci určené pro přecházení chodců, které vždy musí být řízeno světelnými signály.;je místo na pozemní komunikaci určené pro přecházení chodců, vyznačené příslušnou dopravní značkou.;c;
292;Def;vec;10060060;Přechod pro chodce:;je místo na pozemní komunikaci určené pro přecházení chodců, vyznačené příslušnou dopravní značkou.;je místo na pozemní komunikaci určené pro přecházení chodců, které nesmí být řízeno akustickými signály.;je místo na pozemní komunikaci určené pro přecházení chodců, které musí být vždy označeno přerušovaně svítícím světelným signálem ve tvaru kráčejícího chodce.;a;
233;Def;poj;10060061;Celostátní dopravní informační systém:;je systém, který obsahuje informace o dostupnosti rozhlasových stanic v okolí pozemní komunikace.;je systém, obsahující aktuální informace o situaci v provozu na pozemních komunikacích, které mají vliv na bezpečnost a plynulost provozu na pozemních komunikacích.;je systém informací o silničních kontrolách.;b;
